-13397524, -2.60872e+07
12540864, -2.52587e+07
-11850078, -2.47917e+07
11330750, -2.45241e+07
-10892622, -2.43335e+07
10554296, -2.4226e+07
-10242480, -2.4145e+07
9934638, -2.40705e+07
-9714816, -2.4029e+07
9589812, -2.39707e+07
-9321690, -2.39214e+07
8884372, -2.39035e+07
-8929870, -2.3882e+07
8981206, -2.38841e+07
-8828062, -2.38665e+07
8484132, -2.3842e+07
-8196282, -2.38311e+07
8679070, -2.38432e+07
-8352086, -2.38132e+07
7675762, -2.37971e+07
-7861326, -2.37925e+07
7565996, -2.3774e+07
-7409288, -2.3758e+07
7153854, -2.37415e+07
-6829278, -2.37505e+07
7800728, -2.37449e+07
-7338848, -2.37488e+07
7477196, -2.37604e+07
-6960092, -2.37558e+07
6354268, -2.37654e+07
-8078316, -2.37491e+07
7293562, -2.37373e+07
-6209970, -2.37356e+07
5888648, -2.37268e+07
-7783180, -2.37288e+07
7285278, -2.3738e+07
-5611282, -2.37397e+07
6759596, -2.37433e+07
-3919592, -2.37431e+07
5498316, -2.37486e+07
-7332430, -2.37411e+07
7203596, -2.37458e+07
-6994670, -2.3749e+07
4929546, -2.37477e+07
-6633504, -2.37346e+07
6936090, -2.37259e+07
-7556904, -2.37244e+07
6889490, -2.37288e+07
-5347528, -2.37293e+07
7319680, -2.37287e+07
-6652560, -2.37297e+07
7175736, -2.37172e+07
-4306296, -2.37114e+07
4768054, -2.37137e+07
-6052078, -2.37271e+07
6562594, -2.3725e+07
-6182278, -2.37319e+07
6571816, -2.37353e+07
-2253166, -2.37377e+07
-7109484, -2.37382e+07
6799480, -2.37375e+07
-7145170, -2.37415e+07
7167378, -2.37248e+07
-7266670, -2.36972e+07
5017652, -2.37013e+07
-6471222, -2.37178e+07
6779886, -2.37299e+07
-5343426, -2.37157e+07
-628828, -2.37231e+07
-5486150, -2.37214e+07
6112512, -2.37424e+07
-6298146, -2.374e+07
4958780, -2.37189e+07
-4378392, -2.37214e+07
5989096, -2.37323e+07
-6730618, -2.37346e+07
6689332, -2.37502e+07
-6638940, -2.37511e+07
6815890, -2.37294e+07
-7284190, -2.37307e+07
6890428, -2.3727e+07
-7232512, -2.37349e+07
7697854, -2.37384e+07
-6990388, -2.37382e+07
7399248, -2.3729e+07
-6435502, -2.37463e+07
5286738, -2.3739e+07
-6352204, -2.37364e+07
6192092, -2.37239e+07
-4590584, -2.37221e+07
5233666, -2.37344e+07
-5747336, -2.37275e+07
4596512, -2.37173e+07
-6789124, -2.37156e+07
6713612, -2.3716e+07
-2100684, -2.3709e+07
6091698, -2.37235e+07
-4223342, -2.3707e+07
2726666, -2.37135e+07
-6146506, -2.37243e+07
6910606, -2.37148e+07
-6660702, -2.37227e+07
5457060, -2.37252e+07
-5561828, -2.37388e+07
6704082, -2.37638e+07
-7526570, -2.37615e+07
7789384, -2.3774e+07
-7596294, -2.37701e+07
7829622, -2.37699e+07
-1881798, -2.37674e+07
7510274, -2.37757e+07
-7424396, -2.37713e+07
7658102, -2.37666e+07
-7284326, -2.37606e+07
7614886, -2.37423e+07
-6678298, -2.3748e+07
6948216, -2.37475e+07
-7371686, -2.37391e+07
7329040, -2.37393e+07
-6399120, -2.37367e+07
6130428, -2.37208e+07
-6234990, -2.37067e+07
5719292, -2.37093e+07
-2888338, -2.37117e+07
626818, -2.37073e+07
-5231866, -2.37071e+07
-1338384, -2.37014e+07
-6215722, -2.37069e+07
6977354, -2.37063e+07
-2975354, -2.37082e+07
4454968, -2.37149e+07
-1932114, -2.37088e+07
-3303010, -2.37097e+07
3773828, -2.37115e+07
-4520494, -2.37025e+07
6152736, -2.37019e+07
-4229184, -2.37085e+07
-210658, -2.36974e+07
732458, -2.36996e+07
3594716, -2.37048e+07
-3225670, -2.37025e+07
5573926, -2.37067e+07
-4858822, -2.37143e+07
4908486, -2.37208e+07
-4681474, -2.3724e+07
6601274, -2.37207e+07
-5233684, -2.37235e+07
7155348, -2.37265e+07
-7505218, -2.37221e+07
5956562, -2.37231e+07
-6553158, -2.37255e+07
4502192, -2.37255e+07
-6123198, -2.3731e+07
6198614, -2.37301e+07
110650, -2.37215e+07
6140156, -2.37316e+07
-5545818, -2.37277e+07
5967112, -2.37429e+07
-5242640, -2.37386e+07
5439106, -2.37413e+07
-6300500, -2.37321e+07
6494772, -2.37396e+07
-7518336, -2.3747e+07
7312708, -2.37473e+07
-6934398, -2.37542e+07
6827126, -2.37478e+07
5765908, -2.37445e+07
-6741686, -2.37493e+07
7404270, -2.37475e+07
-7631486, -2.3767e+07
8079770, -2.37748e+07
-7824222, -2.3774e+07
6132530, -2.37637e+07
-7652108, -2.37514e+07
7760322, -2.37549e+07
-7211768, -2.37464e+07
5595666, -2.37398e+07
-6306482, -2.37372e+07
7011466, -2.37309e+07
-6708024, -2.37358e+07
7924190, -2.37387e+07
-6033058, -2.37489e+07
7226032, -2.37627e+07
-5955652, -2.37469e+07
7251744, -2.37618e+07
-6034084, -2.3751e+07
7374680, -2.37539e+07
-7205636, -2.37407e+07
6861294, -2.37389e+07
-6742166, -2.37278e+07
3192872, -2.37252e+07
-5794536, -2.37256e+07
5697820, -2.37222e+07
-222168, -2.37225e+07
-4666578, -2.37142e+07
1806532, -2.37165e+07
-5525648, -2.37213e+07
4612258, -2.37129e+07
-5956562, -2.37345e+07
5772458, -2.37256e+07
-5274062, -2.3722e+07
5213308, -2.37283e+07
-6395450, -2.3728e+07
6970636, -2.37267e+07
-5154778, -2.37422e+07
7099370, -2.37275e+07
-4559046, -2.37276e+07
5035018, -2.37299e+07
-5628502, -2.3735e+07
6476834, -2.37455e+07
-7239134, -2.37551e+07
7647862, -2.37566e+07
-6877560, -2.37462e+07
7242022, -2.37398e+07
-6108342, -2.37433e+07
6729380, -2.37298e+07
